Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand
Hyderabad,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.25,17,Hyundai
Kochi,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.62,7,Maruti
Mumbai,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.25,8,Maruti
Kochi,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,5.47,9,Honda
Jaipur,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.42,8,Hyundai
Ahmedabad,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,11.5,17,Audi
Pune,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,7.25,9,Hyundai
Chennai,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.0,7,Maruti
Kochi,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.33,10,Ford
Kolkata,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.35,9,Maruti
Mumbai,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.4,12,Volkswagen
Kolkata,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,2.99,13,Toyota
Bangalore,23000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.6,10,Honda
Coimbatore,54727,Diesel,Manual,First,20.14,1498.0,88.73,5.0,6.63,9,Volkswagen
Kochi,31426,Diesel,Manual,First,21.66,1498.0,108.62,5.0,7.9,7,Volkswagen
Kochi,53442,Petrol,Manual,First,16.8,1497.0,116.3,5.0,7.0,10,Honda
Hyderabad,28000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.95,11,Honda
Mumbai,13412,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.19,8,Skoda
Hyderabad,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5.1,14,Hyundai
Jaipur,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,5.9,10,Hyundai
Kochi,13574,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.51,6,Maruti
Mumbai,75000,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,3.9,17,Honda
Coimbatore,58310,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,5.39,11,Maruti
Pune,90000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,3.0,16,Maruti
Jaipur,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.3,13,Maruti
Jaipur,37282,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.75,8,Maruti
Jaipur,23000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5,8,Hyundai
Chennai,82000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.75,15,Ford
Chennai,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,9.0,9,Hyundai
Delhi,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,2.55,11,Ford
Coimbatore,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.54,11,Tata
Ahmedabad,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.25,16,Honda
Ahmedabad,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.2,18,Maruti
Ahmedabad,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,19.5,12,BMW
Bangalore,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,12.0,10,Mahindra
Hyderabad,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.9,13,Maruti
Kochi,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.13,8,Maruti
Pune,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.25,14,Maruti
Mumbai,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.25,13,Maruti
Coimbatore,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.79,8,Hyundai
Mumbai,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.35,15,Maruti
Kolkata,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.1,10,Maruti
Delhi,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,12.9,11,Hyundai
Kolkata,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,8,Hyundai
Delhi,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.65,12,Hyundai
Bangalore,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.5,11,Hyundai
Kochi,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,3.74,12,Honda
Kochi,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.86,8,Maruti
Coimbatore,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.05,7,Maruti
Delhi,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,7.5,7,Maruti
Chennai,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.1,13,Chevrolet
Delhi,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,11.6,11,Skoda
Bangalore,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,19.25,13,Mercedes-Benz
Coimbatore,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,17.92,8,Toyota
Kolkata,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.6,9,Hyundai
Ahmedabad,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5,11,Honda
Hyderabad,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7.4,8,Hyundai
Kolkata,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,5.5,14,Mahindra
Bangalore,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,1.75,19,Hyundai
Mumbai,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.75,9,Maruti
Chennai,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,3.95,14,Chevrolet
Mumbai,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.2,14,Hyundai
Hyderabad,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,8.4,9,Honda
Mumbai,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.25,8,Volkswagen
Bangalore,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.31,12,Honda
Ahmedabad,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5,8,Maruti
Pune,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.75,13,Honda
Pune,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,8.79,12,Mahindra
Pune,100000,Petrol,Manual,First,0.0,,,,1.6,16,Hyundai
Kolkata,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.55,15,Maruti
Jaipur,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.85,11,Hyundai
Coimbatore,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,7.52,11,Ford
Hyderabad,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.6,14,Nissan
Kochi,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.73,9,Honda
Delhi,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,10.5,12,Mahindra
Kochi,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.07,7,Hyundai
Coimbatore,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.76,7,Maruti
Coimbatore,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7.46,9,Mahindra
Delhi,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,3.49,13,Renault
Coimbatore,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,4.05,13,Hyundai
Kochi,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,11.88,12,Mitsubishi
Pune,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,6.45,14,Toyota
Pune,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,9.0,14,BMW
Coimbatore,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.25,9,Hyundai
Coimbatore,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.36,8,Mahindra
Delhi,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.4,15,Mahindra
Mumbai,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.1,9,Renault
Coimbatore,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.28,8,Renault
Pune,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5.5,8,Maruti
Kolkata,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,6.99,13,Skoda
Coimbatore,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,4.29,7,Maruti
Delhi,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.2,11,Maruti
Pune,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.11,13,Hyundai
Mumbai,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.75,10,Audi
Mumbai,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.59,15,Hyundai
Kolkata,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.6,9,Maruti
Kochi,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,7.87,8,Honda
Mumbai,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.55,7,Hyundai
Jaipur,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.4,11,Honda
Mumbai,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,2.65,16,Maruti
Delhi,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,5.5,10,Maruti
Kochi,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.31,12,Mahindra
Jaipur,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.1,9,Maruti
Kochi,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.83,9,Hyundai
Mumbai,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.55,11,Honda
Coimbatore,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.19,8,Hyundai
Chennai,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,3.29,14,Volkswagen
Pune,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4.41,10,Maruti
Kolkata,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99,12,Renault
Hyderabad,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.98,16,BMW
Coimbatore,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,7.71,7,Fiat
Delhi,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.8,12,Maruti
Kolkata,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,3.0,12,Chevrolet
Coimbatore,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.49,10,Mahindra
Kochi,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,5.0,9,Tata
Chennai,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.5,10,Maruti
Chennai,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.0,10,Tata
Kochi,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.46,10,Mahindra
Hyderabad,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.0,16,BMW
Coimbatore,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,6.15,12,Hyundai
Pune,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,14.5,10,Hyundai
Bangalore,43000,Petrol,Manual,First,0.0,,,,3.25,13,Hyundai
Kochi,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,5.18,7,Maruti
Pune,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.24,18,Maruti
Kolkata,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,2.8,12,Hyundai
Kochi,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,5.23,14,Skoda
Pune,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,0.45,20,Hyundai
Delhi,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.25,11,Maruti
Kolkata,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.5,10,Maruti
Mumbai,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85,13,Hyundai
Kochi,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.5,7,Renault
Bangalore,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,16.25,11,Mercedes-Benz
Mumbai,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.75,8,Volkswagen
Bangalore,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,4.35,18,Mahindra
Coimbatore,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.63,12,Chevrolet
Delhi,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.75,15,Toyota
Kochi,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.51,7,Maruti
Hyderabad,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.8,7,Renault
Hyderabad,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,6.0,8,Tata
Coimbatore,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.4,9,Hyundai
Ahmedabad,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.9,11,Volkswagen
Kolkata,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.76,10,Maruti
Kochi,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,2.0,13,Chevrolet
Coimbatore,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,9.92,16,BMW
Kochi,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.69,7,Hyundai
Hyderabad,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75,12,Maruti
Hyderabad,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,5.7,11,Volkswagen
Coimbatore,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94,11,Honda
Kochi,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,4.29,13,Volkswagen
Kolkata,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0,11,Maruti
Hyderabad,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.5,11,Volkswagen
Jaipur,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.9,10,Volkswagen
Kochi,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4,9,Honda
Kochi,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,7.46,6,Tata
Kochi,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.6,8,Volkswagen
Hyderabad,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.8,11,Nissan
Coimbatore,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,8.59,9,Skoda
Hyderabad,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.29,9,Ford
Pune,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,2.5,14,Tata
Chennai,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,13.9,14,Mercedes-Benz
Delhi,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.4,14,Honda
Mumbai,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5,10,Hyundai
Hyderabad,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,3.65,13,Volkswagen
Kochi,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.86,14,Ford
Coimbatore,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,10.44,7,Ford
Bangalore,58291,Diesel,Manual,First,17.8,1248.0,,5.0,5.0,12,Maruti
Coimbatore,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.37,14,Hyundai
Mumbai,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.9,7,Tata
Hyderabad,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.3,13,Ford
Jaipur,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.5,10,Hyundai
Kolkata,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5,8,Mahindra
Delhi,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,11,Maruti
Kolkata,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.9,10,Maruti
Pune,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,12,Hyundai
Chennai,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0,18,Mercedes-Benz
Pune,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.5,14,BMW
Jaipur,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.75,8,Hyundai
Hyderabad,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,17,Hyundai
Kolkata,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.8,10,Hyundai
Mumbai,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,8.5,17,Mercedes-Benz
Chennai,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9,14,Ford
Ahmedabad,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5,13,Toyota
Jaipur,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.85,7,Hyundai
Coimbatore,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.36,6,Maruti
Pune,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,17.25,11,Toyota
Mumbai,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65,8,Toyota
Jaipur,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2.5,12,Ford
Mumbai,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,8.25,7,Mahindra
Delhi,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,10.5,14,BMW
Bangalore,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,1.9,17,Hyundai
Jaipur,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25,9,Maruti
Hyderabad,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.3,14,Nissan
Jaipur,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.3,10,Honda
Chennai,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.25,13,Renault
Jaipur,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75,10,Toyota
Ahmedabad,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,11,Honda
Delhi,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.22,13,Mercedes-Benz
Chennai,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.2,10,Toyota
Delhi,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25,8,Toyota
Bangalore,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,18.5,12,Mercedes-Benz
Chennai,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2.4,17,Maruti
Kolkata,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5,9,Maruti
Hyderabad,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,3.2,11,Hyundai
Mumbai,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99,10,Maruti
Kochi,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45,11,Ford
Hyderabad,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2.7,15,Tata
Mumbai,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25,9,Honda
Coimbatore,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28,9,Mahindra
Hyderabad,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7,13,Nissan
Hyderabad,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1.4,15,Tata
Kolkata,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,11,Maruti
Jaipur,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.78,13,Maruti
Pune,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2.7,10,Tata
Kolkata,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.2,12,Honda
Delhi,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.0,9,Maruti
Chennai,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,13,Maruti
Kolkata,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.85,11,Hyundai
Ahmedabad,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.25,9,Nissan
Bangalore,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.9,11,Hyundai
Hyderabad,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16.9,8,Jeep
Delhi,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.25,11,Volkswagen
Pune,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.34,10,Honda
Kolkata,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.0,13,BMW
Kochi,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.15,11,Honda
Kochi,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,9.25,11,Mahindra
Delhi,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.85,10,Maruti
Jaipur,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.8,11,Maruti
Pune,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.3,13,Honda
Mumbai,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.75,9,Hyundai
Pune,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.0,8,Tata
Jaipur,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,10,Hyundai
Mumbai,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95,8,Hyundai
Delhi,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,16.0,11,Volvo
Delhi,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.15,11,Ford
Hyderabad,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,4.05,11,Maruti
Hyderabad,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,3.1,15,Hyundai
Hyderabad,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.49,12,Maruti
Jaipur,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.7,10,Maruti
Kolkata,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.85,11,Honda
Bangalore,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.35,13,Chevrolet
Coimbatore,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.76,7,Hyundai
Pune,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,2.25,17,Honda
Mumbai,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.65,9,Maruti
Delhi,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.25,9,Ford
Hyderabad,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,10.69,15,BMW
Mumbai,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.5,11,Hyundai
Mumbai,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.25,11,Maruti
Mumbai,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.25,7,Maruti
Hyderabad,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7,17,Maruti
Kochi,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.87,15,Maruti
Bangalore,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,17.75,16,BMW
Kolkata,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.5,8,Mahindra
Bangalore,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,2.95,17,Hyundai
Pune,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.6,18,Honda
Hyderabad,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,15,Hyundai
Ahmedabad,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,15.5,11,Mercedes-Benz
Pune,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.8,14,Toyota
Kolkata,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.5,15,Honda
Bangalore,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75,11,Maruti
Pune,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.8,15,Maruti
Kolkata,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.59,11,Hyundai
Pune,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,13,Maruti
Pune,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5,7,Jeep
Hyderabad,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95,8,Hyundai
Delhi,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,2.85,11,Maruti
Jaipur,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.75,13,Tata
Jaipur,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.3,17,Maruti
Kolkata,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.3,9,Tata
Hyderabad,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95,9,Maruti
Kolkata,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.49,9,Maruti
Coimbatore,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,6.43,10,Volkswagen
Bangalore,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,4.5,14,Tata
Kolkata,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.0,10,Ford
Ahmedabad,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.98,10,Honda
Delhi,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,1.75,19,Hyundai
Delhi,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,4.75,12,Skoda
Hyderabad,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.49,11,Hyundai
Hyderabad,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.85,10,Mahindra
Mumbai,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,8,Renault
Bangalore,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6.3,10,Hyundai
Bangalore,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.75,13,Honda
Kochi,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.23,9,Skoda
Mumbai,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,15.0,13,BMW
Mumbai,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,5.8,12,Maruti
Jaipur,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75,12,Maruti
Jaipur,120000,Petrol,Manual,First,0.0,1086.0,,5.0,1.15,20,Hyundai
Mumbai,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.95,16,Maruti
Mumbai,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,4.95,7,Tata
